image_filename,source_type,generation_model,generation_model_version,prompt_group,seed,generation_date,generation_batch,prompt_path,prompt_sha256,camera_height_approx_m,source_manifest
01_p01-supine-on-floor-01.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/01_p01-supine-on-floor-01.txt,9ee55e2d521004485d60ad1252498f0b142acc01a3c2d29b697b95c77eaa52ed,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
02_p01-supine-on-floor-02.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/02_p01-supine-on-floor-02.txt,77213752e5a1bd810c1975f9003c10e5702b376079d86db78f150c74e87a7715,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
03_p01-supine-on-floor-03.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/03_p01-supine-on-floor-03.txt,6e08ef08b743ce469bfbef5ac0d5c690e51f1177fd182995101a48d412a427a1,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
04_p01-supine-on-floor-04.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/04_p01-supine-on-floor-04.txt,392a05921628a25e7272e4374262e3492429b1739c62ee684b25b8a0af4c8b62,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
05_p01-supine-on-floor-05.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/05_p01-supine-on-floor-05.txt,076ed6a568456429111eead0a9705124adde2399da08c15008c43dd218621222,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
06_p01-supine-on-floor-06.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/06_p01-supine-on-floor-06.txt,08d36f8bc87be7fb318e2e2c321dc0fcab58a710a352801988a93917ec342a28,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
07_p01-supine-on-floor-07.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/07_p01-supine-on-floor-07.txt,baae53606ba3a56d02eb85c74b638ce39c008e5f36fadfe5fe01c2c70ae007bc,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
08_p01-supine-on-floor-08.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/08_p01-supine-on-floor-08.txt,63696c83c3da0ca5e18fd147b8e81a0495ad147a4fdc251d7ec2a8a7bf700679,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
09_p01-supine-on-floor-09.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/09_p01-supine-on-floor-09.txt,3b1503fb57ea0743aa0e2a5e774fb973dea3bc063760b015fccda254ea7636b4,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
100_p10-partially-occluded-fallen-person-10.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/100_p10-partially-occluded-fallen-person-10.txt,0ccf8434581a3fb0d755e8f8b49eebfac38174b248d860eba30373c1d9345b8a,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
101_p11-small-target-far-distance-01.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/101_p11-small-target-far-distance-01.txt,2cd74742d2d063d06078a4ef485554baec5a34da6935323a9405950623697a8f,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
102_p11-small-target-far-distance-02.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/102_p11-small-target-far-distance-02.txt,f3f0c9d8be77a1e4035ca7fa5a9d739bb0b23eeddbb435b0fe336671fd6888f1,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
103_p11-small-target-far-distance-03.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/103_p11-small-target-far-distance-03.txt,6b5e9dbf88072574ba6d308a802f99f724c42e71c1c6c6f7a60adc5a0805e3c7,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
104_p11-small-target-far-distance-04.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/104_p11-small-target-far-distance-04.txt,254d9d465647b730c6989465d55a501b686d0d3e079062c596967d0019f0a66b,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
105_p11-small-target-far-distance-05.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/105_p11-small-target-far-distance-05.txt,eee60688ab6edd9b7317a610edc7df77165815a18e37aca1ec5df17badd19ce4,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
106_p11-small-target-far-distance-06.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/106_p11-small-target-far-distance-06.txt,e0183ed9a069dd27522df98612878ca2b095161c389965122cf5fdc85719f880,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
107_p11-small-target-far-distance-07.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/107_p11-small-target-far-distance-07.txt,e24b1a008a531d51531d4c1eb867c41c3a3f7fcaf105cac7353f71d01c24faef,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
108_p11-small-target-far-distance-08.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/108_p11-small-target-far-distance-08.txt,80731c99fa35c9a60237dac462d9ccd0e993f4646753830199ed2bcfc58756ea,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
109_p11-small-target-far-distance-09.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/109_p11-small-target-far-distance-09.txt,c1fa9fe26a76b85b23951b1031523edf54d36a3ccd8cc65aeda0f975b8765fd7,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
10_p01-supine-on-floor-10.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/10_p01-supine-on-floor-10.txt,458706b1fd3f5c96306767cb4ba2eb3ab5f5d4306c65417ea3e9b13e70058eab,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
110_p11-small-target-far-distance-10.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/110_p11-small-target-far-distance-10.txt,d743344affdacf078acea7b04a9d7785363cb7afa378d1505d85d7b5f15a5c05,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
111_p12-small-target-far-distance-01.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/111_p12-small-target-far-distance-01.txt,b7ba0f2bd396685c22da9536b0c3df1d3fa36829ca417b5a322f24be199300b0,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
112_p12-small-target-far-distance-02.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/112_p12-small-target-far-distance-02.txt,9e892afca1da6a7508f340e76c380a6e6a84f6ad55880fd51e64442cdbfcc31a,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
113_p12-small-target-far-distance-03.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/113_p12-small-target-far-distance-03.txt,69fcc9b31d4ac349b5594d7c95905133abe64326f4b35096e699be916a34d561,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
114_p12-small-target-far-distance-04.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/114_p12-small-target-far-distance-04.txt,c3510cfe73214ad49045dee7b8d3dc9063daa3926c3e2953ae2bbd1b1b949d12,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
115_p12-small-target-far-distance-05.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/115_p12-small-target-far-distance-05.txt,af53407dc94bcc51589f3abb8ca421a8b0b0da17767835aefb5b81d2f6913a4d,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
116_p12-small-target-far-distance-06.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/116_p12-small-target-far-distance-06.txt,8c5f899a03582fce7fb6cddb7934d5a7fb4f2517518c5afd2576bf4c14514362,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
117_p12-small-target-far-distance-07.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/117_p12-small-target-far-distance-07.txt,61fef7882f1c6ce71e35f2345812eb8be218889909279786918c7078ba2a8200,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
118_p12-small-target-far-distance-08.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/118_p12-small-target-far-distance-08.txt,b717d016b7614d0c595587fcdcb52d15d946d5ba86c33e0af10c9fc1f28f3f9d,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
119_p12-small-target-far-distance-09.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/119_p12-small-target-far-distance-09.txt,da855b80d6721a817999228e289fc9e42db8b07611d5a777b4ea338cc8ec1be0,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
11_p02-supine-on-floor-01.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/11_p02-supine-on-floor-01.txt,88d99aa46f5c0629fb646fbe1cab63417167e3682794869c0b7687706d7161de,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
120_p12-small-target-far-distance-10.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/120_p12-small-target-far-distance-10.txt,aa5f979e3bb4f504d13ca2bcdb063947187a894e6bb68c2d5b0d3cc155b6db5e,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
121_p13-multi-person-scene-with-one-lying-person-01.png,ai_generated,gpt-image-2,gpt-image-2,person-fallen-v2-camera1p5m,unknown,2026-08-26T15:12:40.959199+08:00,batch_person-fallen-v2-camera1p5m,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/121_p13-multi-person-scene-with-one-lying-person-01.txt,dbe33de25c829d604901e15098dc4514e89ded64b022bee78dcd4b2a35d621ef,1.5,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/manifest.json
