image_filename,image_path,image_sha256,image_width,image_height,prompt_filename,prompt_path,prompt_sha256,mapping_status
01_p01-supine-on-floor-01.png,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/01_p01-supine-on-floor-01.png,3f8831314ec9403dafb006291009877fe8a2d85b9930710f92a6048b23d50c70,1920,1080,01_p01-supine-on-floor-01.txt,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/01_p01-supine-on-floor-01.txt,9ee55e2d521004485d60ad1252498f0b142acc01a3c2d29b697b95c77eaa52ed,PASS
02_p01-supine-on-floor-02.png,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/02_p01-supine-on-floor-02.png,0efbb9f5706f84c5382a0ba30bec46d35ed7b875072c5dbea115139e58a47d8a,1920,1080,02_p01-supine-on-floor-02.txt,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/02_p01-supine-on-floor-02.txt,77213752e5a1bd810c1975f9003c10e5702b376079d86db78f150c74e87a7715,PASS
03_p01-supine-on-floor-03.png,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/03_p01-supine-on-floor-03.png,00226efe88ae972b085592e830ecd461400e627e3f30514aa0bc5174fefc707d,1920,1080,03_p01-supine-on-floor-03.txt,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/03_p01-supine-on-floor-03.txt,6e08ef08b743ce469bfbef5ac0d5c690e51f1177fd182995101a48d412a427a1,PASS
04_p01-supine-on-floor-04.png,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/04_p01-supine-on-floor-04.png,b2c04a5ef00e87142592beb2ab5dade093473c24353132baa4f9fa651be1a6a4,1920,1080,04_p01-supine-on-floor-04.txt,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/04_p01-supine-on-floor-04.txt,392a05921628a25e7272e4374262e3492429b1739c62ee684b25b8a0af4c8b62,PASS
05_p01-supine-on-floor-05.png,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/05_p01-supine-on-floor-05.png,5c47f738bf7bbfe499cb85f5b8ab7601c3229c4405845c536d6e814c64dc6c79,1920,1080,05_p01-supine-on-floor-05.txt,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/05_p01-supine-on-floor-05.txt,076ed6a568456429111eead0a9705124adde2399da08c15008c43dd218621222,PASS
06_p01-supine-on-floor-06.png,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/06_p01-supine-on-floor-06.png,9dc8c1e15e4e31d1c22d5a868a207d56530752c6902fa9c678d824ba7a6e8bb6,1920,1080,06_p01-supine-on-floor-06.txt,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/06_p01-supine-on-floor-06.txt,08d36f8bc87be7fb318e2e2c321dc0fcab58a710a352801988a93917ec342a28,PASS
07_p01-supine-on-floor-07.png,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/07_p01-supine-on-floor-07.png,2d18f5d7a8e1fb5d146ba1167c7a02d08ea63e72f6c3dacfcce8997cd19695b2,1920,1080,07_p01-supine-on-floor-07.txt,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/07_p01-supine-on-floor-07.txt,baae53606ba3a56d02eb85c74b638ce39c008e5f36fadfe5fe01c2c70ae007bc,PASS
08_p01-supine-on-floor-08.png,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/08_p01-supine-on-floor-08.png,abc8eeef34ef97fc9ac4511ae695e911ec950c384ff3a959cf1a05e24955588e,1920,1080,08_p01-supine-on-floor-08.txt,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/08_p01-supine-on-floor-08.txt,63696c83c3da0ca5e18fd147b8e81a0495ad147a4fdc251d7ec2a8a7bf700679,PASS
09_p01-supine-on-floor-09.png,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/09_p01-supine-on-floor-09.png,4791a565447bec69f60b175570fb4bdb5efc1dde5d2474f50073b03398cd012e,1920,1080,09_p01-supine-on-floor-09.txt,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/09_p01-supine-on-floor-09.txt,3b1503fb57ea0743aa0e2a5e774fb973dea3bc063760b015fccda254ea7636b4,PASS
100_p10-partially-occluded-fallen-person-10.png,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/100_p10-partially-occluded-fallen-person-10.png,663731c7d5fa6323b5b1a136d1cef8a31364fd4e96752a4af1949592156d9a4a,1920,1080,100_p10-partially-occluded-fallen-person-10.txt,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/100_p10-partially-occluded-fallen-person-10.txt,0ccf8434581a3fb0d755e8f8b49eebfac38174b248d860eba30373c1d9345b8a,PASS
101_p11-small-target-far-distance-01.png,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/101_p11-small-target-far-distance-01.png,f327b0dcb961def4c67f39a4c460daae976157cf6017b79d643f3fc3d55af1e6,1920,1080,101_p11-small-target-far-distance-01.txt,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/101_p11-small-target-far-distance-01.txt,2cd74742d2d063d06078a4ef485554baec5a34da6935323a9405950623697a8f,PASS
102_p11-small-target-far-distance-02.png,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/102_p11-small-target-far-distance-02.png,7dd82c1193905c39dd7f736b62b0940445267a7d522c490745e1974ef0adc9a3,1920,1080,102_p11-small-target-far-distance-02.txt,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/102_p11-small-target-far-distance-02.txt,f3f0c9d8be77a1e4035ca7fa5a9d739bb0b23eeddbb435b0fe336671fd6888f1,PASS
103_p11-small-target-far-distance-03.png,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/103_p11-small-target-far-distance-03.png,ec6a6a7279346eb6b1a4a3163a99c66b8b405ccf20e3a0e3cf33d5bfb6930720,1920,1080,103_p11-small-target-far-distance-03.txt,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/103_p11-small-target-far-distance-03.txt,6b5e9dbf88072574ba6d308a802f99f724c42e71c1c6c6f7a60adc5a0805e3c7,PASS
104_p11-small-target-far-distance-04.png,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/104_p11-small-target-far-distance-04.png,f26f261140525e10c003f8427e3e0bb8d614b6aa4e14ff6856dd039b13a1137d,1920,1080,104_p11-small-target-far-distance-04.txt,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/104_p11-small-target-far-distance-04.txt,254d9d465647b730c6989465d55a501b686d0d3e079062c596967d0019f0a66b,PASS
105_p11-small-target-far-distance-05.png,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/105_p11-small-target-far-distance-05.png,52728e6db03a58114bd6d0faed5cba15585186d757237594ab5c2912ca4ce2ca,1920,1080,105_p11-small-target-far-distance-05.txt,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/105_p11-small-target-far-distance-05.txt,eee60688ab6edd9b7317a610edc7df77165815a18e37aca1ec5df17badd19ce4,PASS
106_p11-small-target-far-distance-06.png,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/106_p11-small-target-far-distance-06.png,70f969de8c82a8dc3fda0e7f36862d19da8c5cfc5d9340a33050a3da6e68b349,1920,1080,106_p11-small-target-far-distance-06.txt,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/106_p11-small-target-far-distance-06.txt,e0183ed9a069dd27522df98612878ca2b095161c389965122cf5fdc85719f880,PASS
107_p11-small-target-far-distance-07.png,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/107_p11-small-target-far-distance-07.png,d8f59162f45467f3e783a0ce414dafcbbd077df657c422332b88dea4213aded4,1920,1080,107_p11-small-target-far-distance-07.txt,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/107_p11-small-target-far-distance-07.txt,e24b1a008a531d51531d4c1eb867c41c3a3f7fcaf105cac7353f71d01c24faef,PASS
108_p11-small-target-far-distance-08.png,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/108_p11-small-target-far-distance-08.png,f35b1ba98530a2038160a370e963a0890fd4bbc846f3a97330e2a8f0b2300ef6,1920,1080,108_p11-small-target-far-distance-08.txt,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/108_p11-small-target-far-distance-08.txt,80731c99fa35c9a60237dac462d9ccd0e993f4646753830199ed2bcfc58756ea,PASS
109_p11-small-target-far-distance-09.png,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/109_p11-small-target-far-distance-09.png,a845ea4ea68b331dc883ec7e9b81d613a0d71b5a12f0ff22ea26078d325592a8,1920,1080,109_p11-small-target-far-distance-09.txt,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/109_p11-small-target-far-distance-09.txt,c1fa9fe26a76b85b23951b1031523edf54d36a3ccd8cc65aeda0f975b8765fd7,PASS
10_p01-supine-on-floor-10.png,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/10_p01-supine-on-floor-10.png,38ce6cfd624925a391aacf8d6c267d8413b097d6ec4ded21c7df9f4bff2cfeff,1920,1080,10_p01-supine-on-floor-10.txt,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/10_p01-supine-on-floor-10.txt,458706b1fd3f5c96306767cb4ba2eb3ab5f5d4306c65417ea3e9b13e70058eab,PASS
110_p11-small-target-far-distance-10.png,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/110_p11-small-target-far-distance-10.png,efe45d0ff9a1ad063fa930140a73f54bdf564c3a9b239ebedef1217d31366066,1920,1080,110_p11-small-target-far-distance-10.txt,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/110_p11-small-target-far-distance-10.txt,d743344affdacf078acea7b04a9d7785363cb7afa378d1505d85d7b5f15a5c05,PASS
