image_filename,sha256,dhash,exact_duplicate,duplicate_of,near_duplicate_group
105_p11-small-target-far-distance-05.png,52728e6db03a58114bd6d0faed5cba15585186d757237594ab5c2912ca4ce2ca,eae8eae2c687367e,no,,
106_p11-small-target-far-distance-06.png,70f969de8c82a8dc3fda0e7f36862d19da8c5cfc5d9340a33050a3da6e68b349,d959793b1b33373f,no,,
107_p11-small-target-far-distance-07.png,d8f59162f45467f3e783a0ce414dafcbbd077df657c422332b88dea4213aded4,dd47475bdeae2e1e,no,,
108_p11-small-target-far-distance-08.png,f35b1ba98530a2038160a370e963a0890fd4bbc846f3a97330e2a8f0b2300ef6,d678d8f0f4d49991,no,,
109_p11-small-target-far-distance-09.png,a845ea4ea68b331dc883ec7e9b81d613a0d71b5a12f0ff22ea26078d325592a8,3363030363130313,no,,
10_p01-supine-on-floor-10.png,38ce6cfd624925a391aacf8d6c267d8413b097d6ec4ded21c7df9f4bff2cfeff,59d1e94f35717767,no,,
110_p11-small-target-far-distance-10.png,efe45d0ff9a1ad063fa930140a73f54bdf564c3a9b239ebedef1217d31366066,39594d4486870713,no,,
111_p12-small-target-far-distance-01.png,13e8ef71870c18d10ac9cc45523bbe4f41cbf083965e4a221e973326dcf56bb4,1c4e0d1c17b19a3f,no,,
112_p12-small-target-far-distance-02.png,4246436d0560d692bc2a83933ff0ccc245b079b9dc388f87f12af3ba4c0efbde,0f8e4b0d0f4f071f,no,,
113_p12-small-target-far-distance-03.png,4f075f1149ff33cfcbcec68d07edbf4cc29988b3f720ccf0b5d74fdce70facef,d4cf8f2632060606,no,,
114_p12-small-target-far-distance-04.png,e2928c129ae6704a885c150d43502ddb40a423dc0f8553a21174ef5dae51e0f0,27a6a6e6c6a78686,no,,
115_p12-small-target-far-distance-05.png,622d392259b400aa43fa2e5b1dce8794622f280a4fa06fdaf4da1909f5e5deb0,272717475fcd8f8f,no,,
116_p12-small-target-far-distance-06.png,a14ab07cc237f1a4f11a5051bece00f00a840747d4b99370ef4aae4a0f04676e,7a726068e48c0600,no,,
117_p12-small-target-far-distance-07.png,8e10fb3e2510598863ef827bd869e44e59f9e066ef57c50ffbde24611b85d0ce,2b0b99190c15050f,no,,
118_p12-small-target-far-distance-08.png,653d2f7b8ae607c5a1d8519b1896aebc1d0e8906e07b7e3d07e5acaf8d44dde7,359d9b1303022626,no,,
119_p12-small-target-far-distance-09.png,1d937f7e58326096314cee37f9fd8fe698daca3701c607433ed1e5051c852e0d,c3e29607090c1b53,no,,
11_p02-supine-on-floor-01.png,b4de656feff104baf2db6ddaddd657dbf850a940b31683a66e179b52e650ffba,57117bcf0b1b7367,no,,
120_p12-small-target-far-distance-10.png,1f10a05af9f62318af661e1b51e57d9d11f2c1131af580c18997ad8cfeb9a419,3131bc9c336f8e8f,no,,
121_p13-multi-person-scene-with-one-lying-person-01.png,c52e27d28166379f0bf4e7014d269248cc2878c8b7666f6623a1d37a0020d1cc,8a9cdc1f1b391d18,no,,
122_p13-multi-person-scene-with-one-lying-person-02.png,25860012ebf9600a4fdee82d33b2ac5b3d7d0e4ab8e7da58bf18b9a7dc1f163f,8dab8b9f8e9a1c1c,no,,
123_p13-multi-person-scene-with-one-lying-person-03.png,771b0ace516d4c2c30fc25a7af11f23ad483de9c257c18411115d2977c1ae5b2,4949404040484c0c,no,,
124_p13-multi-person-scene-with-one-lying-person-04.png,e45842d8c9a5a6acaefd80a5cae41a9e188428ec65dd44a47945bd1fce7147e6,c9cccc8c8fa7b317,no,,
125_p13-multi-person-scene-with-one-lying-person-05.png,7a5f34441fd413216c2b9f8986c63217e803e97536356b527de20889e445f81b,b6b6cbcedada5e57,no,,
126_p13-multi-person-scene-with-one-lying-person-06.png,99cb3837b7ae580e12c124c8254c72e6969a6b4eab30d48fa4304f231dd3cdc7,3a1e3f252767f139,no,,
127_p13-multi-person-scene-with-one-lying-person-07.png,30fbf8f91e9d4c43c8f3bd055e10c04ab652a1e808669b0cbf75b75888bd16cf,d3cf494d4e180a0f,no,,
128_p13-multi-person-scene-with-one-lying-person-08.png,7d8f0c1464e4c7566b8b7cbca3914e4a510015d240297a75da22a21e949e80c0,7c5b4b4b1a5a5b1b,no,,
129_p13-multi-person-scene-with-one-lying-person-09.png,f78d8ca52d5bc3ed76775ddad8cee820d472856a9ceea09669d20568c1fe8d09,2c292e879b090100,no,,
12_p02-supine-on-floor-02.png,9bf58dce8362de316637a40ce17ef8cf5a4a65455b6bb9bdc22a40bb860abee4,46474706f8e1c787,no,,
130_p13-multi-person-scene-with-one-lying-person-10.png,921827a544364c2ea9c94f4a919f980641f4f42318a453d1a7a7cb29c5e73795,2e0c8d9cb6eeee67,no,,
