media_id,image_path,image_sha256,event_label,sample_role,scenario_id,group_id,original_split,p2_internal_role,source_type
IMG_003702,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/301_h01-sitting-on-floor-01.png,5f82ee8030a64dfae05bb4583c289b09c8ebc33280dc2f6e4a53a10bbb60b2fc,0,hard_negative,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,DEV,P2_SCREEN,ai_generated
IMG_003703,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/302_h01-sitting-on-floor-02.png,5e18806b0d663d3a7b16e0bf3564749c245323f6fc828cd80add4c68d279c87f,0,hard_negative,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,DEV,P2_SCREEN,ai_generated
IMG_003704,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/303_h01-sitting-on-floor-03.png,27d688b997b3048bf57efd35520fa34bd3adccda66575f1ddb0bcc298629ce4b,0,hard_negative,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,DEV,P2_SCREEN,ai_generated
IMG_003705,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/304_h01-sitting-on-floor-04.png,4bca926036b8d0324b411c6828586467b408df92eb1db27af3b8dd25bf443e17,0,hard_negative,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,DEV,P2_SCREEN,ai_generated
IMG_003706,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/305_h01-sitting-on-floor-05.png,2b6115e018583759cfe5df4bd1fcd315bb592af2d089c3a701da59fbbbf0e6e0,0,hard_negative,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,DEV,P2_SCREEN,ai_generated
IMG_003707,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/306_h01-sitting-on-floor-06.png,73bc09ee9ef0fd6bbb582bbe0db98cd4469f12a8834626f5fa2cc0b71ba6acbd,0,hard_negative,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,DEV,P2_SCREEN,ai_generated
IMG_003708,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/307_h01-sitting-on-floor-07.png,aebf6050b3fb73755b48cad44728ca0f55ae95c078047887335bcfcc57776c47,0,hard_negative,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,DEV,P2_SCREEN,ai_generated
IMG_003709,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/308_h01-sitting-on-floor-08.png,d9f51b8ff2d02493d7ecd7d16b28d4480d32456bbd87bf21b040cc6b3d4eeb33,0,hard_negative,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,DEV,P2_SCREEN,ai_generated
IMG_003710,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/309_h01-sitting-on-floor-09.png,b18857cefb35aee71924a5cca2bd68a70cb29e28e5ec82e53e447f3301f1da13,0,hard_negative,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,DEV,P2_SCREEN,ai_generated
IMG_003711,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/310_h01-sitting-on-floor-10.png,5785e793610f7f7677b6c4d9b947c828a4e56e2d327d06adba47f377dfb5dc43,0,hard_negative,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,DEV,P2_SCREEN,ai_generated
IMG_003752,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/351_h06-squatting-01.png,9d51842db456f20284d6d821eea6fc180cf491666bb736d8adecd47b93d88344,0,hard_negative,pf_v2_aigc_h06-squatting,pf_v2_aigc_h06-squatting,DEV,P2_SCREEN,ai_generated
IMG_003753,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/352_h06-squatting-02.png,21e39b5f62d3e42f57b1f4a6eb3d6e2de4b48a193a7508edd3dc2914c62b7452,0,hard_negative,pf_v2_aigc_h06-squatting,pf_v2_aigc_h06-squatting,DEV,P2_SCREEN,ai_generated
IMG_003754,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/353_h06-squatting-03.png,4db498f7d89028b884b3ad72b466542296ceea8b6434cec90c51d30a21bdcd22,0,hard_negative,pf_v2_aigc_h06-squatting,pf_v2_aigc_h06-squatting,DEV,P2_SCREEN,ai_generated
IMG_003755,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/354_h06-squatting-04.png,5f443d6393dbe2f28eb5fa6a524207ee05b4d6e0649b8ef7fb3096a7391d9ee3,0,hard_negative,pf_v2_aigc_h06-squatting,pf_v2_aigc_h06-squatting,DEV,P2_SCREEN,ai_generated
IMG_003756,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/355_h06-squatting-05.png,0677f623922ae8c0833c4608b442c97f115863391363ec031746984b2a1f7bcc,0,hard_negative,pf_v2_aigc_h06-squatting,pf_v2_aigc_h06-squatting,DEV,P2_SCREEN,ai_generated
IMG_003757,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/356_h06-squatting-06.png,0701ddbdd49380437869cac2251251f3aa0b305fca47da6de7c2fa171e582854,0,hard_negative,pf_v2_aigc_h06-squatting,pf_v2_aigc_h06-squatting,DEV,P2_SCREEN,ai_generated
IMG_003758,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/357_h06-squatting-07.png,02d0518049b36e6c2705a4571f7092c9c48fd6f79e4979e7771788eb9107f992,0,hard_negative,pf_v2_aigc_h06-squatting,pf_v2_aigc_h06-squatting,DEV,P2_SCREEN,ai_generated
IMG_003759,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/358_h06-squatting-08.png,30bae33ef6a87738d1ee9d7d6ce2d42944cd954b3f4062fd6de26355e168188b,0,hard_negative,pf_v2_aigc_h06-squatting,pf_v2_aigc_h06-squatting,DEV,P2_SCREEN,ai_generated
IMG_003760,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/359_h06-squatting-09.png,549d55d23c0e591fd1d4500c7b2ead5eb5f4f6657d9d5bad963feac31c5a9b2f,0,hard_negative,pf_v2_aigc_h06-squatting,pf_v2_aigc_h06-squatting,DEV,P2_SCREEN,ai_generated
IMG_003761,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/360_h06-squatting-10.png,e94ff2a0fe9a16ac49da733e32db3d60fa436f385d1fcb0188577a76ff65c6ac,0,hard_negative,pf_v2_aigc_h06-squatting,pf_v2_aigc_h06-squatting,DEV,P2_SCREEN,ai_generated
IMG_003792,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/391_h10-exercise-push-up-plank-01.png,89f0c6b751a3fc4538d934f18cbf75abc3b6719bcade4b0b531c203e44d721c3,0,hard_negative,pf_v2_aigc_h10-exercise-push-up-plank,pf_v2_aigc_h10-exercise-push-up-plank,DEV,P2_SCREEN,ai_generated
IMG_003793,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/392_h10-exercise-push-up-plank-02.png,3e4d7e5fe90a8a30bf63a219aa6473320f0776546f99aee49410053e6c32e758,0,hard_negative,pf_v2_aigc_h10-exercise-push-up-plank,pf_v2_aigc_h10-exercise-push-up-plank,DEV,P2_SCREEN,ai_generated
