item_id,image_sha256,person_idx,conf,x1,y1,x2,y2,area_ratio,level,kp_json,geom_state,features
P4D_PLAN::PF_P4D_HN_SIT_G001_V01,e2a581d85bad33fe876ee72c81c6ed053fc8ab9c62975f9daa63beb4393052fa,0,0.9072661995887756,672.0223388671875,259.7833557128906,1124.795654296875,747.9819946289062,0.10659882153272823,primary,"[[913.4861450195312,329.6884460449219,0.8977530598640442],[901.8264770507812,315.0184326171875,0.3242829442024231],[896.5545654296875,319.4744567871094,0.9401177763938904],[841.7671508789062,328.9768371582031,0.11368152499198914],[858.4305419921875,349.18756103515625,0.9740465879440308],[782.8982543945312,404.34063720703125,0.966343104839325],[883.8268432617188,447.581298828125,0.9909942746162415],[885.098876953125,487.8041687011719,0.642241358757019],[986.6495971679688,573.0239868164062,0.9524596929550171],[988.7559814453125,481.9571533203125,0.5653794407844543],[1052.529541015625,512.7674560546875,0.894481360912323],[737.7996826171875,640.9230346679688,0.9106767773628235],[812.540283203125,668.1080322265625,0.9532933831214905],[952.1217041015625,517.0714111328125,0.8367120623588562],[1065.7039794921875,549.5438232421875,0.9288410544395447],[862.740966796875,633.9259643554688,0.7857072949409485],[956.9290161132812,660.7615356445312,0.8550535440444946]]",GEOM_UPRIGHT_OR_LIMB_SUPPORTED,"{""torso_angle"": 104.28463663353251, ""shoulder_hip_dy"": 0.4681589566434771, ""y_band_ratio"": 0.5402870348127023, ""kp_mean_conf"": 0.8386489823460579, ""visible"": 16, ""bbox_ar"": 0.9274366606900305}"
P4D_PLAN::PF_P4D_HN_SIT_G001_V02,d21e3b0133297066faa98825f1b244b103aa41b025a604ab263570ced2abc6ae,0,0.7935094237327576,848.8040771484375,386.072021484375,1022.69091796875,692.091064453125,0.025661981391151334,primary,"[[899.5382080078125,458.8454895019531,0.9651923179626465],[912.0034790039062,448.11181640625,0.9598404169082642],[894.2071533203125,446.6828918457031,0.8208305835723877],[948.437255859375,442.2810363769531,0.9137898087501526],[897.1034545898438,440.61468505859375,0.3044010400772095],[989.1729125976562,494.8081359863281,0.9930700659751892],[890.3551025390625,484.1886291503906,0.9779804944992065],[982.3998413085938,588.560302734375,0.9771550297737122],[875.707763671875,558.1646118164062,0.8824707269668579],[925.42333984375,614.1171264648438,0.9608009457588196],[863.0881958007812,621.3935546875,0.8518133163452148],[972.7689208984375,609.4970092773438,0.9876340627670288],[902.1917724609375,598.8807983398438,0.9760652184486389],[936.6849975585938,628.8298950195312,0.9578144550323486],[822.4486694335938,612.4912719726562,0.9202823042869568],[946.6755981445312,661.9083862304688,0.859285831451416],[838.8924560546875,649.4236450195312,0.808224081993103]]",GEOM_UPRIGHT_OR_LIMB_SUPPORTED,"{""torso_angle"": 91.14069446732965, ""shoulder_hip_dy"": 0.3747823015443726, ""y_band_ratio"": 0.5807473788427816, ""kp_mean_conf"": 0.8892147470923031, ""visible"": 17, ""bbox_ar"": 0.5682222881733194}"
P4D_PLAN::PF_P4D_HN_SIT_G001_V02,d21e3b0133297066faa98825f1b244b103aa41b025a604ab263570ced2abc6ae,1,0.31163012981414795,776.1740112304688,384.8615417480469,1022.7335815429688,693.5985717773438,0.0367101029434707,primary,"[[899.5382080078125,458.8454895019531,0.9651923179626465],[912.0034790039062,448.11181640625,0.9598404169082642],[894.2071533203125,446.6828918457031,0.8208305835723877],[948.437255859375,442.2810363769531,0.9137898087501526],[897.1034545898438,440.61468505859375,0.3044010400772095],[989.1729125976562,494.8081359863281,0.9930700659751892],[890.3551025390625,484.1886291503906,0.9779804944992065],[982.3998413085938,588.560302734375,0.9771550297737122],[875.707763671875,558.1646118164062,0.8824707269668579],[925.42333984375,614.1171264648438,0.9608009457588196],[863.0881958007812,621.3935546875,0.8518133163452148],[972.7689208984375,609.4970092773438,0.9876340627670288],[902.1917724609375,598.8807983398438,0.9760652184486389],[936.6849975585938,628.8298950195312,0.9578144550323486],[822.4486694335938,612.4912719726562,0.9202823042869568],[946.6755981445312,661.9083862304688,0.859285831451416],[838.8924560546875,649.4236450195312,0.808224081993103]]",GEOM_UPRIGHT_OR_LIMB_SUPPORTED,"{""torso_angle"": 91.14069446732965, ""shoulder_hip_dy"": 0.3714828805257053, ""y_band_ratio"": 0.5756347305122869, ""kp_mean_conf"": 0.8892147470923031, ""visible"": 17, ""bbox_ar"": 0.7986070549720042}"
P4D_PLAN::PF_P4D_HN_SIT_G001_V03,674601dc13de3a69747b95d3c61fcef59f1fbf0e4aff3cb3ab4b27dcbfd899d7,0,0.8354085683822632,817.0878295898438,339.00054931640625,1416.5223388671875,780.271728515625,0.12756229396292365,primary,"[[1221.237060546875,403.6425476074219,0.964584469795227],[1238.6649169921875,393.7605285644531,0.9707932472229004],[1219.8370361328125,388.7535400390625,0.6463034749031067],[1282.2545166015625,405.5182800292969,0.9518646597862244],[1236.466064453125,394.22607421875,0.12991179525852203],[1312.4014892578125,479.4396057128906,0.9986383318901062],[1242.529541015625,452.2355651855469,0.9741566181182861],[1341.5126953125,581.2456665039062,0.9958462119102478],[1184.966064453125,536.8329467773438,0.8406886458396912],[1362.9658203125,679.7940673828125,0.9860892295837402],[1123.4647216796875,577.2090454101562,0.8072579503059387],[1199.6239013671875,641.201171875,0.9985724687576294],[1163.5047607421875,611.04345703125,0.9936289191246033],[1057.3326416015625,634.2777709960938,0.9961487054824829],[1036.8612060546875,604.3037719726562,0.9842087626457214],[938.8881225585938,724.5599365234375,0.9835071563720703],[937.0420532226562,689.1322631835938,0.9613925814628601]]",GEOM_UPRIGHT_OR_LIMB_SUPPORTED,"{""torso_angle"": 120.89282822667388, ""shoulder_hip_dy"": 0.36323407591399304, ""y_band_ratio"": 0.617136092667737, ""kp_mean_conf"": 0.9408550895750523, ""visible"": 16, ""bbox_ar"": 1.3584266037159878}"
P4D_PLAN::PF_P4D_HN_SIT_G001_V04,6c15404fd1f16c2c4e478e153bd3d7cc723e4e279c80ea6e91832cc998c0aa89,0,0.9370735287666321,716.0196533203125,357.4068603515625,1449.5343017578125,910.46630859375,0.19563908504166952,primary,"[[768.4418334960938,460.78192138671875,0.4623321294784546],[774.1052856445312,446.4165344238281,0.6531352400779724],[784.03125,443.87017822265625,0.047892678529024124],[811.915283203125,442.3396911621094,0.9696118831634521],[851.6270141601562,430.78179931640625,0.10646664351224899],[837.6148681640625,506.5746765136719,0.9962422847747803],[896.5927734375,488.5313415527344,0.9638810753822327],[803.771484375,619.0726318359375,0.9850112795829773],[860.569580078125,581.8319702148438,0.6347672343254089],[741.1046142578125,620.3670043945312,0.9064913988113403],[763.9022827148438,615.0488891601562,0.4348905384540558],[1039.4337158203125,684.2640380859375,0.9960944056510925],[1068.574951171875,687.5768432617188,0.9869756698608398],[1094.3388671875,771.724609375,0.9816194772720337],[1082.8690185546875,760.0352783203125,0.9424187541007996],[1370.5177001953125,838.0374755859375,0.9041469097137451],[1307.492431640625,816.1468505859375,0.8326088190078735]]",GEOM_UPRIGHT_OR_LIMB_SUPPORTED,"{""torso_angle"": 45.223967534757485, ""shoulder_hip_dy"": 0.3405916529214378, ""y_band_ratio"": 0.6319503900422521, ""kp_mean_conf"": 0.8433484733104706, ""visible"": 15, ""bbox_ar"": 1.3262853582356489}"
P4D_PLAN::PF_P4D_HN_SIT_G001_V05,8a601a296c493209ea6d0e4d3c42904a94ece62d0d799b801df68eeb49a3ec96,0,0.6579883694648743,966.197021484375,7.118934631347656,1011.6192626953125,104.23063659667969,0.0021272333868991053,background,[],GEOM_UNCERTAIN,null
P4D_PLAN::PF_P4D_HN_SIT_G001_V05,8a601a296c493209ea6d0e4d3c42904a94ece62d0d799b801df68eeb49a3ec96,1,0.5279472470283508,865.087646484375,295.2979736328125,1192.1513671875,653.8780517578125,0.056557935243817394,primary,"[[1139.38037109375,408.5486145019531,0.9203931093215942],[1145.5458984375,394.65435791015625,0.24727801978588104],[1137.4998779296875,391.2289123535156,0.9574404954910278],[1120.412353515625,380.4495849609375,0.028191618621349335],[1107.60498046875,371.3888854980469,0.9726302623748779],[1054.7998046875,409.3465576171875,0.9658081531524658],[1018.0477294921875,408.96820068359375,0.9963170289993286],[1032.9400634765625,513.6098022460938,0.6683171987533569],[990.3673095703125,529.3050537109375,0.9887380599975586],[1096.332763671875,525.1812133789062,0.6698346734046936],[1098.9169921875,549.498046875,0.9600656032562256],[966.4282836914062,567.7612915039062,0.9103437066078186],[937.038818359375,576.5241088867188,0.962956964969635],[1102.8687744140625,591.7894897460938,0.5223984122276306],[1062.1669921875,601.0587768554688,0.7908311486244202],[1084.4000244140625,642.5891723632812,0.22090807557106018],[1044.4041748046875,658.5819091796875,0.4087873697280884]]",GEOM_UPRIGHT_OR_LIMB_SUPPORTED,"{""torso_angle"": 117.45723082379658, ""shoulder_hip_dy"": 0.45452977169608866, ""y_band_ratio"": 0.6961170564781881, ""kp_mean_conf"": 0.760190517641604, ""visible"": 16, ""bbox_ar"": 0.912107896270555}"
P4D_PLAN::PF_P4D_HN_SIT_G001_V05,8a601a296c493209ea6d0e4d3c42904a94ece62d0d799b801df68eeb49a3ec96,2,0.4389847218990326,864.4537353515625,296.022216796875,1435.9888916015625,693.0106201171875,0.1094197671301663,primary,"[[1144.5372314453125,412.7030944824219,0.8973978757858276],[1150.6871337890625,397.7735900878906,0.37801438570022583],[1142.8302001953125,394.2909851074219,0.9001145958900452],[1119.5889892578125,371.852783203125,0.18042084574699402],[1103.892333984375,369.5743408203125,0.9213240742683411],[1032.438720703125,405.7972717285156,0.9733098149299622],[1011.4222412109375,422.0570983886719,0.9979321956634521],[1044.84521484375,509.9041442871094,0.869783341884613],[973.935791015625,549.2333374023438,0.9928832054138184],[1091.1634521484375,534.4647827148438,0.8755124807357788],[1100.657470703125,552.3436889648438,0.9830158352851868],[978.5794067382812,567.7865600585938,0.9914084076881409],[967.0214233398438,591.4077758789062,0.9970523118972778],[1158.5361328125,598.4141845703125,0.9782026410102844],[1159.8800048828125,618.8953857421875,0.9924948215484619],[1330.87255859375,679.0750122070312,0.9268751740455627],[1334.1348876953125,690.1282348632812,0.9614062309265137]]",GEOM_UPRIGHT_OR_LIMB_SUPPORTED,"{""torso_angle"": 106.51792451136694, ""shoulder_hip_dy"": 0.4173169329998902, ""y_band_ratio"": 0.7162198209234627, ""kp_mean_conf"": 0.9147954620420933, ""visible"": 16, ""bbox_ar"": 1.4396772083764204}"
P4D_PLAN::PF_P4D_HN_SIT_G002_V01,5d5f299d58ecc1b07020fa3b42f858d18ebaef9a26d8c2764f942d098bfbb183,0,0.6082506775856018,878.47265625,281.9101257324219,1134.551513671875,495.79718017578125,0.026413943151613543,primary,"[[970.3165283203125,323.90203857421875,0.3111249804496765],[963.313720703125,316.2650451660156,0.03213324025273323],[966.5479125976562,317.5814208984375,0.49247920513153076],[920.02978515625,317.4100341796875,0.06657563149929047],[952.0581665039062,320.7607116699219,0.9596409201622009],[901.31201171875,346.4212646484375,0.9325825572013855],[958.557373046875,354.03729248046875,0.9938415288925171],[938.3670043945312,379.8930358886719,0.44834694266319275],[1005.0946655273438,389.1262512207031,0.9841161370277405],[969.3880004882812,382.161376953125,0.3384392559528351],[1018.9200439453125,382.4902038574219,0.9157286286354065],[905.7654418945312,446.43267822265625,0.8975688219070435],[945.7904663085938,452.9439697265625,0.9677547812461853],[995.1524047851562,386.578125,0.6043227910995483],[1037.5479736328125,391.1327819824219,0.8739431500434875],[995.9686889648438,455.941162109375,0.5036309957504272],[1039.5008544921875,463.4400329589844,0.7513246536254883]]",GEOM_UPRIGHT_OR_LIMB_SUPPORTED,"{""torso_angle"": 92.39319649553693, ""shoulder_hip_dy"": 0.4650073173853285, ""y_band_ratio"": 0.5471054272783735, ""kp_mean_conf"": 0.7316563566525777, ""visible"": 15, ""bbox_ar"": 1.1972620694053677}"
P4D_PLAN::PF_P4D_HN_SIT_G002_V02,2acb0923c09fb9a05e838a3f6a0c204ff7e591bd59e6eefe91bc5f861ebca5a0,0,0.8965926766395569,818.9848022460938,266.9831237792969,1218.732421875,898.6475830078125,0.12177197337036044,primary,"[[1038.6177978515625,358.6818542480469,0.9578409194946289],[1038.532470703125,339.2726135253906,0.509433388710022],[1017.2481079101562,342.9516906738281,0.9672526717185974],[1012.0814819335938,349.24029541015625,0.09352948516607285],[962.658203125,360.9531555175781,0.9711863994598389],[985.1255493164062,464.4302062988281,0.981213390827179],[918.5857543945312,484.2966003417969,0.9967591166496277],[1043.1650390625,612.734375,0.8612585067749023],[999.9827270507812,658.9205932617188,0.9875122904777527],[1127.3837890625,721.8445434570312,0.8320658802986145],[1126.9154052734375,747.9137573242188,0.9714831113815308],[946.1025390625,714.2760009765625,0.9700212478637695],[899.1502685546875,737.4038696289062,0.9856995940208435],[1139.1749267578125,738.4859619140625,0.8404220342636108],[1107.71044921875,772.3473510742188,0.9263486862182617],[1115.27197265625,803.4710083007812,0.5421487092971802],[1107.9415283203125,847.8195190429688,0.6500155329704285]]",GEOM_UPRIGHT_OR_LIMB_SUPPORTED,"{""torso_angle"": 96.62977000469208, ""shoulder_hip_dy"": 0.39811727303695876, ""y_band_ratio"": 0.6069509011356975, ""kp_mean_conf"": 0.8719163425266743, ""visible"": 16, ""bbox_ar"": 0.6328480473907597}"
